0,1,2,3,4,5,9,10,11
,,,2025,2025.0,2025.0,2024,2024.0,2024.0
Long-lived assets:,Long-lived assets:,Long-lived assets:,,,,,,
U.S.,U.S.,U.S.,$,40274.0,,$,35664.0,
China (1),China (1),China (1),3617,3617.0,,4797,4797.0,
Other countries,Other countries,Other countries,5943,5943.0,,5219,5219.0,
Total long-lived assets,Total long-lived assets,Total long-lived assets,$,49834.0,,$,45680.0,
