0,1,2,3,4,5,9,10,11
,,,2025,2025.0,2025.0,2024,2024.0,2024.0
Derivative instruments designated as accounting hedges:,Derivative instruments designated as accounting hedges:,Derivative instruments designated as accounting hedges:,,,,,,
Foreign exchange contracts,Foreign exchange contracts,Foreign exchange contracts,$,62647.0,,$,64069.0,
Interest rate contracts,Interest rate contracts,Interest rate contracts,$,12875.0,,$,14575.0,
Derivative instruments not designated as accounting hedges:,Derivative instruments not designated as accounting hedges:,Derivative instruments not designated as accounting hedges:,,,,,,
Foreign exchange contracts,Foreign exchange contracts,Foreign exchange contracts,$,109079.0,,$,91493.0,
