0,1,2,3,4,5,9,10,11
,,,2023,2023.0,2023.0,2022,2022.0,2022.0
Income taxes payable,Income taxes payable,Income taxes payable,$,8819.0,,$,6552.0,
Other current liabilities,Other current liabilities,Other current liabilities,50010,50010.0,,54293,54293.0,
Total other current liabilities,Total other current liabilities,Total other current liabilities,$,58829.0,,$,60845.0,
