0,1,2,3,4,5,9,10,11,15,16,17
,,,2023,2023,2023.0,2022,2022,2022.0,2021,2021,2021.0
Segment operating income,Segment operating income,Segment operating income,$,150888,,$,152895,,$,137006,
Research and development expense,Research and development expense,Research and development expense,"(29,915)","(29,915)",,"(26,251)","(26,251)",,"(21,914)","(21,914)",
"Other corporate expenses, net (1)","Other corporate expenses, net (1)","Other corporate expenses, net (1)","(6,672)","(6,672)",,"(7,207)","(7,207)",,"(6,143)","(6,143)",
Total operating income,Total operating income,Total operating income,$,114301,,$,119437,,$,108949,
