0,1,2,3,4,5,9,10,11
,,,2023,2023,2023.0,2022,2022,2022.0
Hedged assets/(liabilities):,Hedged assets/(liabilities):,Hedged assets/(liabilities):,,,,,,
Current and non-current marketable securities,Current and non-current marketable securities,Current and non-current marketable securities,$,14433,,$,13378,
Current and non-current term debt,Current and non-current term debt,Current and non-current term debt,$,"(18,247)",,$,"(18,739)",
