0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,,,2022,2022,2022,2022.0,2022.0,2022.0,2022,2022,2022,2022.0,2022.0,2022.0,2022,2022,2022
,,,Fair Value of Derivatives Designated as Accounting Hedges,Fair Value of Derivatives Designated as Accounting Hedges,Fair Value of Derivatives Designated as Accounting Hedges,,,,Fair Value of Derivatives Not Designated as Accounting Hedges,Fair Value of Derivatives Not Designated as Accounting Hedges,Fair Value of Derivatives Not Designated as Accounting Hedges,,,,Total Fair Value,Total Fair Value,Total Fair Value
Derivative assets (1):,Derivative assets (1):,Derivative assets (1):,,,,,,,,,,,,,,,
Foreign exchange contracts,Foreign exchange contracts,Foreign exchange contracts,$,4317,,,,,$,2819,,,,,$,7136,
Derivative liabilities (2):,Derivative liabilities (2):,Derivative liabilities (2):,,,,,,,,,,,,,,,
Foreign exchange contracts,Foreign exchange contracts,Foreign exchange contracts,$,2205,,,,,$,2547,,,,,$,4752,
Interest rate contracts,Interest rate contracts,Interest rate contracts,$,1367,,,,,$,—,,,,,$,1367,
