0,1,2,3,4,5,9,10,11,15,16,17
,,,2023,2023.0,2023,2022,2022.0,2022,2021,2021.0,2021
Provision for income taxes,Provision for income taxes,Provision for income taxes,$,16741.0,,$,19300.0,,$,14527.0,
Effective tax rate,Effective tax rate,Effective tax rate,14.7,14.7,%,16.2,16.2,%,13.3,13.3,%
Statutory federal income tax rate,Statutory federal income tax rate,Statutory federal income tax rate,21,21.0,%,21,21.0,%,21,21.0,%
