0,1,2,3,4,5,9,10,11
,,,2023,2023.0,2023.0,2022,2022.0,2022.0
Deferred tax assets,Deferred tax assets,Deferred tax assets,$,17852.0,,$,15375.0,
Other non-current assets,Other non-current assets,Other non-current assets,46906,46906.0,,39053,39053.0,
Total other non-current assets,Total other non-current assets,Total other non-current assets,$,64758.0,,$,54428.0,
