0,1,2,3,4,5,9,10,11,15,16,17,21,22,23,27,28,29
,,,2023,2023.0,2023.0,Change,Change,Change,2022,2022.0,2022.0,Change,Change,Change,2021,2021.0,2021.0
Net sales by reportable segment:,Net sales by reportable segment:,Net sales by reportable segment:,,,,,,,,,,,,,,,
Americas,Americas,Americas,$,162560.0,,(4),(4),%,$,169658.0,,11,11,%,$,153306.0,
Europe,Europe,Europe,94294,94294.0,,(1),(1),%,95118,95118.0,,7,7,%,89307,89307.0,
Greater China,Greater China,Greater China,72559,72559.0,,(2),(2),%,74200,74200.0,,9,9,%,68366,68366.0,
Japan,Japan,Japan,24257,24257.0,,(7),(7),%,25977,25977.0,,(9),(9),%,28482,28482.0,
Rest of Asia Pacific,Rest of Asia Pacific,Rest of Asia Pacific,29615,29615.0,,1,1,%,29375,29375.0,,11,11,%,26356,26356.0,
Total net sales,Total net sales,Total net sales,$,383285.0,,(3),(3),%,$,394328.0,,8,8,%,$,365817.0,
