0,1,2,3,4,5,9,10,11,15,16,17
,,,2023,2023.0,2023.0,2022,2022.0,2022.0,2021,2021.0,2021.0
Net sales:,Net sales:,Net sales:,,,,,,,,,
U.S.,U.S.,U.S.,$,138573.0,,$,147859.0,,$,133803.0,
China (1),China (1),China (1),72559,72559.0,,74200,74200.0,,68366,68366.0,
Other countries,Other countries,Other countries,172153,172153.0,,172269,172269.0,,163648,163648.0,
Total net sales,Total net sales,Total net sales,$,383285.0,,$,394328.0,,$,365817.0,
