0,1,2,3,4,5,9,10,11
,,,2023,2023.0,2023.0,2022,2022.0,2022.0
Long-lived assets:,Long-lived assets:,Long-lived assets:,,,,,,
U.S.,U.S.,U.S.,$,33276.0,,$,31119.0,
China (1),China (1),China (1),5778,5778.0,,7260,7260.0,
Other countries,Other countries,Other countries,4661,4661.0,,3738,3738.0,
Total long-lived assets,Total long-lived assets,Total long-lived assets,$,43715.0,,$,42117.0,
