0,1,2,3,4,5,9,10,11
,,,2024,2024.0,2024.0,2023,2023.0,2023.0
Income taxes payable,Income taxes payable,Income taxes payable,$,26601.0,,$,8819.0,
Other current liabilities,Other current liabilities,Other current liabilities,51703,51703.0,,50010,50010.0,
Total other current liabilities,Total other current liabilities,Total other current liabilities,$,78304.0,,$,58829.0,
