0,1,2,3,4,5,9,10,11
,,,2024,2024.0,2024.0,2023,2023.0,2023.0
Long-lived assets:,Long-lived assets:,Long-lived assets:,,,,,,
U.S.,U.S.,U.S.,$,35664.0,,$,33276.0,
China (1),China (1),China (1),4797,4797.0,,5778,5778.0,
Other countries,Other countries,Other countries,5219,5219.0,,4661,4661.0,
Total long-lived assets,Total long-lived assets,Total long-lived assets,$,45680.0,,$,43715.0,
