0,1,2,3,4,5,9,10,11
,,,2024,2024.0,2024.0,2023,2023.0,2023.0
Deferred tax assets,Deferred tax assets,Deferred tax assets,$,19499.0,,$,17852.0,
Other non-current assets,Other non-current assets,Other non-current assets,55335,55335.0,,46906,46906.0,
Total other non-current assets,Total other non-current assets,Total other non-current assets,$,74834.0,,$,64758.0,
