0,1,2,3,4,5,9,10,11,15,16,17,21,22,23,27,28,29
,,,2024,2024.0,2024.0,Change,Change,Change,2023,2023.0,2023.0,Change,Change,Change,2022,2022.0,2022.0
Americas,Americas,Americas,$,167045.0,,3,3,%,$,162560.0,,(4),(4),%,$,169658.0,
Europe,Europe,Europe,101328,101328.0,,7,7,%,94294,94294.0,,(1),(1),%,95118,95118.0,
Greater China,Greater China,Greater China,66952,66952.0,,(8),(8),%,72559,72559.0,,(2),(2),%,74200,74200.0,
Japan,Japan,Japan,25052,25052.0,,3,3,%,24257,24257.0,,(7),(7),%,25977,25977.0,
Rest of Asia Pacific,Rest of Asia Pacific,Rest of Asia Pacific,30658,30658.0,,4,4,%,29615,29615.0,,1,1,%,29375,29375.0,
Total net sales,Total net sales,Total net sales,$,391035.0,,2,2,%,$,383285.0,,(3),(3),%,$,394328.0,
