0,1,2,3,4,5,9,10,11
,,,2024,2024.0,2024.0,2023,2023.0,2023.0
Income taxes payable,Income taxes payable,Income taxes payable,$,9254.0,,$,15457.0,
Other non-current liabilities,Other non-current liabilities,Other non-current liabilities,36634,36634.0,,34391,34391.0,
Total other non-current liabilities,Total other non-current liabilities,Total other non-current liabilities,$,45888.0,,$,49848.0,
