0,1,2,3,4,5,9,10,11,15,16,17
Gross margin percentage:,Gross margin percentage:,Gross margin percentage:,,,,,,,,,
Products,Products,Products,37.2,37.2,%,36.5,36.5,%,36.3,36.3,%
Services,Services,Services,73.9,73.9,%,70.8,70.8,%,71.7,71.7,%
Total gross margin percentage,Total gross margin percentage,Total gross margin percentage,46.2,46.2,%,44.1,44.1,%,43.3,43.3,%
